TicketSymbol,Name,Title,ShortDescription,Image/Media,Market,Brand,Description,Category,Condition,CountryOfManufacture,DataType,listingType,ProductsCategory,Shoe,Traits,URLKey,Year,Tags
BOW-2019CHXB,Box,2019 Bowman Chrome X Box,2019-Bowman-Chrome-X-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2019-Bowman-Chrome-X-Box-1.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933563', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-Bowman-Chrome-X-Box-1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933563', 'thumbUrl': 'https://stockx.imgix.net/images/2019-Bowman-Chrome-X-Box-1.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933563', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'f0176220-6de2-47ee-91ac-394073dc366f', 'lowestAsk': 165, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 7, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 150, 'highestBidSize': '', 'numberOfBids': 18, 'hasBids': 1, 'annualHigh': 220, 'annualLow': 76, 'deadstockRangeLow': 139, 'deadstockRangeHigh': 191, 'volatility': 0.157702, 'deadstockSold': 68, 'pricePremium': 0, 'averageDeadstockPrice': 109, 'lastSale': 165, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': -5, 'changePercentage': -0.029412, 'absChangePercentage': 0.029412, 'totalDollars': 7409, 'lastLowestAskTime': 1607884470, 'lastHighestBidTime': 1606835266, 'lastSaleDate': '2020-12-08T13:15:12+00:00', 'createdAt': '2019-10-28T13:27:33+00:00', 'updatedAt': 1607884470, 'deadstockSoldRank': 13, 'pricePremiumRank': 0, 'averageDeadstockPriceRank': 72, 'featured': 0}",Bowman,"The 2019 Bowman Chrome X Box was initially released on StockX in October 2019 as an IPO (Initial Product Offering). Each box contains one graded prospect or rookie Green X-Fractor parallel numbered to 31. The set has 100 total players on the checklist, 35 rookies and 65 prospects. The checklist includes rookie cards for rising stars, Fernando Tatis Jr., Vladimir Guerrero Jr., Pete Alonso, and Eloy Jimenez.",Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Bowman Box,"[{'name': 'Year', 'value': '2019', 'filterable': False, 'visible': True, 'highlight': False}]",2019-bowman-chrome-x-box,0,"['collectibles', 'bowman', 'trading cards', 'sealed boxes', 'baseball', '2019']"
PN-JT2PDOR17,Optic Rookie #198,Jayson Tatum 2017 Panini Donruss Optic Rookie #198,Jayson-Tatum-2017-Panini-Donruss-Optic-Rookie-198,"{'imageUrl': 'https://stockx.imgix.net/products/collectibles/Jayson-Tatum-2017-Panini-Donruss-Optic-Rookie-198.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603481985', 'smallImageUrl': 'https://stockx.imgix.net/products/collectibles/Jayson-Tatum-2017-Panini-Donruss-Optic-Rookie-198.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603481985', 'thumbUrl': 'https://stockx.imgix.net/products/collectibles/Jayson-Tatum-2017-Panini-Donruss-Optic-Rookie-198.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603481985', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '3346f4d4-2720-4bfa-801c-fb99dc044973', 'lowestAsk': 110, 'lowestAskSize': 'PSA 9', 'parentLowestAsk': 0, 'numberOfAsks': 16, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 280, 'highestBidSize': 'PSA 10', 'numberOfBids': 23, 'hasBids': 1, 'annualHigh': 400, 'annualLow': 70, 'deadstockRangeLow': 222, 'deadstockRangeHigh': 388, 'volatility': 0.273761, 'deadstockSold': 67, 'pricePremium': 0, 'averageDeadstockPrice': 225, 'lastSale': 305, 'lastSaleSize': 'PSA 10', 'salesLast72Hours': 0, 'changeValue': 5, 'changePercentage': 0.016667, 'absChangePercentage': 0.016667, 'totalDollars': 15100, 'lastLowestAskTime': 1608670583, 'lastHighestBidTime': 1607983620, 'lastSaleDate': '2020-12-15T22:43:52+00:00', 'createdAt': '2020-03-11T21:08:21+00:00', 'updatedAt': 1608670583, 'deadstockSoldRank': 94, 'pricePremiumRank': 29, 'averageDeadstockPriceRank': 16, 'featured': 0}",Panini,"The Jayson Tatum 2017 Donruss Optic Rookie is the second most popular base rookie card to have of the former Duke standout, right begind the Prizm base. The Boston Celtics swapped picks with the Philadelphia 76ers and selected Tatum with the #3 overall pick in the 2017 NBA Draft ahead of De'Aaron Fox, Donovan Mitchell, Bam Adebayo, and John Collins. The young Celtic has an opportunity to be the leader of this draft class given his refined offensive talent and two-way upside. Following the initial release of Prizm Basketball in 2012, the base Prizm rookie has taken over as the main card to own of any young player and it should continue to cement its place within the market.",Trading Cards Basketball,Graded,US,product,standard,collectibles,Panini Optic Rookie #198,"[{'name': 'Year', 'value': '2017', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#198', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'Boston Celtics', 'filterable': True, 'visible': True, 'highlight': False}]",jayson-tatum-2017-panini-donruss-optic-rookie-198,0,"['collectibles', 'panini', 'trading cards', 'basketball', 'boston celtics', 'team|boston celtics']"
PN-2PCDBHB20,Basketball Hobby Box,2019-20 Panini Clearly Donruss Basketball Hobby Box,2019-20-Panini-Clearly-Donruss-Basketball-Hobby-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Clearly-Donruss-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932825', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Clearly-Donruss-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932825', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Clearly-Donruss-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932825', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'eb8c5348-1f10-438c-8e12-f3b9410f66fd', 'lowestAsk': 315, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 23, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 295, 'highestBidSize': '', 'numberOfBids': 16, 'hasBids': 1, 'annualHigh': 390, 'annualLow': 287, 'deadstockRangeLow': 299, 'deadstockRangeHigh': 339, 'volatility': 0.063661, 'deadstockSold': 65, 'pricePremium': 0, 'averageDeadstockPrice': 318, 'lastSale': 319, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': -1, 'changePercentage': -0.003125, 'absChangePercentage': 0.003125, 'totalDollars': 20676, 'lastLowestAskTime': 1608740510, 'lastHighestBidTime': 1608666507, 'lastSaleDate': '2020-12-17T18:55:45+00:00', 'createdAt': '2020-10-23T20:23:14+00:00', 'updatedAt': 1608740511, 'deadstockSoldRank': 91, 'pricePremiumRank': 56, 'averageDeadstockPriceRank': 69, 'featured': 0}",Panini,,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Basketball Hobby Box,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-clearly-donruss-basketball-hobby-box,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes']"
TP-MB2TURBU14,Rookie Batting #US26,Mookie Betts 2014 Topps Update Rookie Batting #US26,Mookie-Betts-2014-Topps-Update-Rookie-Batting-US26,"{'imageUrl': 'https://stockx.imgix.net/images/Mookie-Betts-2014-Topps-Update-Rookie-Batting-US26-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606324139', 'smallImageUrl': 'https://stockx.imgix.net/images/Mookie-Betts-2014-Topps-Update-Rookie-Batting-US26-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606324139', 'thumbUrl': 'https://stockx.imgix.net/images/Mookie-Betts-2014-Topps-Update-Rookie-Batting-US26-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606324139', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '582ee9c9-01e3-4e13-beeb-5f14fd61721b', 'lowestAsk': 55, 'lowestAskSize': 'PSA 7', 'parentLowestAsk': 0, 'numberOfAsks': 8, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 350, 'highestBidSize': 'PSA 10', 'numberOfBids': 6, 'hasBids': 1, 'annualHigh': 771, 'annualLow': 50, 'deadstockRangeLow': 7, 'deadstockRangeHigh': 313, 'volatility': 0.959269, 'deadstockSold': 64, 'pricePremium': 0, 'averageDeadstockPrice': 341, 'lastSale': 160, 'lastSaleSize': 'PSA 9', 'salesLast72Hours': 0, 'changeValue': -325, 'changePercentage': -0.670103, 'absChangePercentage': 0.670103, 'totalDollars': 21821, 'lastLowestAskTime': 1606928700, 'lastHighestBidTime': 1608596209, 'lastSaleDate': '2020-10-28T22:42:24+00:00', 'createdAt': '2019-10-01T15:15:37+00:00', 'updatedAt': 1608596209, 'deadstockSoldRank': 97, 'pricePremiumRank': 20, 'averageDeadstockPriceRank': 7, 'featured': 0}",Topps,The Mookie Betts 2014 Topps Update Rookie Batting #214 is part of the 330 base card checklist in the set. The card has risen in value since Mookie Betts signed with the Dodgers for the 2020 season joining a stacked line up that includes the 2019 NL MVP Cody Bellinger. The 2014 Topps Update set also includes rookie cards for fellow all stars Jacob deGrom and George Springer.,Trading Cards Baseball,Graded,US,product,standard,collectibles,Topps Rookie Batting #US26,"[{'name': 'Year', 'value': '2014', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#US26', 'filterable': False, 'visible': True, 'highlight': False}]",mookie-betts-2014-topps-update-rookie-batting-us26,0,"['collectibles', 'topps', 'trading cards', 'baseball', 'boston red sox']"
BM-2BSEBB2L20,Baseball Box 2X Lot,2020 Bowman Sapphire Edition Baseball Box 2X Lot,2020-Bowman-Sapphire-Edition-Baseball-Box-2X-Lot,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Bowman-Sapphire-Edition-Baseball-Box-2X-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931774', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Bowman-Sapphire-Edition-Baseball-Box-2X-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931774', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Bowman-Sapphire-Edition-Baseball-Box-2X-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931774', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '24de20ee-636d-442d-8b14-b4375ac6b89e', 'lowestAsk': 813, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 7, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 745, 'highestBidSize': '', 'numberOfBids': 6, 'hasBids': 1, 'annualHigh': 1149, 'annualLow': 760, 'deadstockRangeLow': 744, 'deadstockRangeHigh': 896, 'volatility': 0.092901, 'deadstockSold': 63, 'pricePremium': 0, 'averageDeadstockPrice': 936, 'lastSale': 820, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': 1, 'changePercentage': 0.001221, 'absChangePercentage': 0.001221, 'totalDollars': 58949, 'lastLowestAskTime': 1608689789, 'lastHighestBidTime': 1608689115, 'lastSaleDate': '2020-12-14T17:56:56+00:00', 'createdAt': '2020-06-25T16:36:42+00:00', 'updatedAt': 1608689789, 'deadstockSoldRank': 63, 'pricePremiumRank': 93, 'averageDeadstockPriceRank': 9, 'featured': 0}",Bowman,"Chase the 1st Bowman cards of top prospects such as Jasson Dominguez and Bobby Witt Jr. In the 2020 Bowman Baseball Sapphire Edition box that was originally offered exclusively on the Topps official website. these boxes originally retailed for $149.99 and comes with 8 cards per pack and 4 packs per box. Each box contains 1 prospect autograph. The set also offers the Bowman rookie of Luis Robert, one of the top rookies in the 2020 MLB season.",Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Bowman Baseball Box 2X Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-bowman-sapphire-edition-baseball-box-2x-lot,0,"['collectibles', 'bowman', 'trading cards', 'sealed boxes', '2020', 'basketball']"
PN-AD2PPR123,Rookie #236,Anthony Davis 2012 Panini Prizm Rookie #236,Anthony-Davis-2012-Panini-Prizm-Rookie-236,"{'imageUrl': 'https://stockx.imgix.net/images/Anthony-Davis-2012-Panini-Prizm-Rookie-236-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316029', 'smallImageUrl': 'https://stockx.imgix.net/images/Anthony-Davis-2012-Panini-Prizm-Rookie-236-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316029', 'thumbUrl': 'https://stockx.imgix.net/images/Anthony-Davis-2012-Panini-Prizm-Rookie-236-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606316029', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '4b602961-8b1b-488e-90ad-e72aa64fef20', 'lowestAsk': 895, 'lowestAskSize': 'PSA 9', 'parentLowestAsk': 0, 'numberOfAsks': 17, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 1601, 'highestBidSize': 'PSA 10', 'numberOfBids': 15, 'hasBids': 1, 'annualHigh': 3500, 'annualLow': 270, 'deadstockRangeLow': 179, 'deadstockRangeHigh': 1121, 'volatility': 0.724233, 'deadstockSold': 63, 'pricePremium': 0, 'averageDeadstockPrice': 1108, 'lastSale': 650, 'lastSaleSize': 'PSA 9', 'salesLast72Hours': 0, 'changeValue': -1450, 'changePercentage': -0.690476, 'absChangePercentage': 0.690476, 'totalDollars': 69810, 'lastLowestAskTime': 1608683545, 'lastHighestBidTime': 1608597858, 'lastSaleDate': '2020-12-16T21:01:21+00:00', 'createdAt': '2019-10-01T15:16:19+00:00', 'updatedAt': 1608683545, 'deadstockSoldRank': 44, 'pricePremiumRank': 88, 'averageDeadstockPriceRank': 51, 'featured': 0}",Panini,"The Anthony Davis 2012 Prizm Rookie is a unique card in history being the main rookie card of the #1 overall pick in what is possibly this past decade's most iconic basketball card set. Drafted by the New Orleans Pelicans out of the University of Kentucky, Davis was a dominant player at the college level. He lived up to the expectations but was traded to the Los Angeles Lakers, teaming up with LeBron James. Having already earned many individual accolades, look for AD to add some team accomplishments to his trophy case as his career progresses which would launch this card into new territory.",Trading Cards Basketball,Graded,US,product,standard,collectibles,Panini Rookie #236,"[{'name': 'Year', 'value': '2012', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#236', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'New Orleans Pelicans', 'filterable': True, 'visible': True, 'highlight': False}]",anthony-davis-2012-panini-prizm-rookie-236,0,"['collectibles', 'panini', 'trading cards', 'basketball', 'new orleans pelicans', 'team|new orleans pelicans']"
TP-TW1TP2E5,Ermsy  /4859 #58,Ted Williams 1954 Topps Project 2020 Ermsy  /4859 #58,Ted-Williams-1954-Topps-Project-2020-Ermsy-58,"{'imageUrl': 'https://stockx.imgix.net/images/Ted-Williams-1954-Topps-Project-2020-Ermsy-58.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606523778', 'smallImageUrl': 'https://stockx.imgix.net/images/Ted-Williams-1954-Topps-Project-2020-Ermsy-58.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606523778', 'thumbUrl': 'https://stockx.imgix.net/images/Ted-Williams-1954-Topps-Project-2020-Ermsy-58.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606523778', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'b77ecde4-52c1-4081-83f1-b5429637f64a', 'lowestAsk': 26, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 6, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 15, 'highestBidSize': '', 'numberOfBids': 3, 'hasBids': 1, 'annualHigh': 290, 'annualLow': 16, 'deadstockRangeLow': 23, 'deadstockRangeHigh': 33, 'volatility': 0.185266, 'deadstockSold': 60, 'pricePremium': 0, 'averageDeadstockPrice': 55, 'lastSale': 28, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': 12, 'changePercentage': 0.75, 'absChangePercentage': 0.75, 'totalDollars': 3327, 'lastLowestAskTime': 1608070085, 'lastHighestBidTime': 1608143201, 'lastSaleDate': '2020-11-27T19:09:42+00:00', 'createdAt': '2020-05-28T17:07:41+00:00', 'updatedAt': 1608143201, 'deadstockSoldRank': 26, 'pricePremiumRank': 32, 'averageDeadstockPriceRank': 48, 'featured': 0}",Topps,"Topps Project 2020 is the visual reimagination of 20 Iconic Topps baseball cards by 20 culture-defining artists. Ermsy's Ted Williams card is the 58th card in the 400 card set, with a print run of 4,859. The Paris-based artist is known for reimaging popular cartoons in his topsy-turvy and smoke-filled world. This card is Ermsy's take on Ted Williams 1954 Topps Baseball #250 card. Please Note: The black Topps envelope will not be included in the purchase.",Trading Cards Topps Project 2020,New,US,product,standard,collectibles,Topps Ermsy  /4859 #58,"[{'name': 'Year', 'value': '1954', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#58', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'Boston Red Sox', 'filterable': True, 'visible': True, 'highlight': False}]",ted-williams-1954-topps-project-2020-ermsy-58,0,"['collectibles', 'topps', 'trading cards', 'topps project 2020', 'boston red sox', 'team|boston red sox']"
TP-FT1TP2DC90,Don C  /11969 #73,Frank Thomas 1990 Topps Project 2020 Don C  /11969 #73,Frank-Thomas-1990-Topps-Project-2020-Don-C-73,"{'imageUrl': 'https://stockx.imgix.net/images/Frank-Thomas-1990-Topps-Project-2020-Don-C-73.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606435218', 'smallImageUrl': 'https://stockx.imgix.net/images/Frank-Thomas-1990-Topps-Project-2020-Don-C-73.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606435218', 'thumbUrl': 'https://stockx.imgix.net/images/Frank-Thomas-1990-Topps-Project-2020-Don-C-73.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606435218', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '2927c128-d2c0-4ea2-9398-7004c84c83d5', 'lowestAsk': 15, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 21, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 0, 'highestBidSize': '', 'numberOfBids': 0, 'hasBids': 0, 'annualHigh': 140, 'annualLow': 15, 'deadstockRangeLow': 15, 'deadstockRangeHigh': 15, 'volatility': 0.018468, 'deadstockSold': 59, 'pricePremium': 0, 'averageDeadstockPrice': 28, 'lastSale': 15, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 1643, 'lastLowestAskTime': 1596581189, 'lastHighestBidTime': 0, 'lastSaleDate': '2020-09-14T06:21:24+00:00', 'createdAt': '2020-05-28T17:07:19+00:00', 'updatedAt': 1606611492, 'deadstockSoldRank': 38, 'pricePremiumRank': 3, 'averageDeadstockPriceRank': 0, 'featured': 0}",Topps,"Topps Project 2020 is the visual reimagination of 20 Iconic Topps baseball cards by 20 culture-defining artists.  Don C's Frank Thomas is the 73rd card in the 400 card set with a print run of 11,969.  The card is Don C's take on the Frank Thomas 1990 Topps Rookie #414.  Don C is an American streetwear designer who has collaborated with brands such as Jordan, Nike, and Levi's. Please Note: The black Topps envelope will not be included in the purchase.",Trading Cards Topps Project 2020,New,US,product,standard,collectibles,Topps Don C  /11969 #73,"[{'name': 'Year', 'value': '1990', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#73', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'Chicago White Sox', 'filterable': True, 'visible': True, 'highlight': False}]",frank-thomas-1990-topps-project-2020-don-c-73,0,"['collectibles', 'topps', 'trading cards', 'topps project 2020', 'chicago white sox', 'team|chicago white sox']"
PN-2PDEBHB20,Basketball Hobby Box,2019-20 Panini Donruss Elite Basketball Hobby Box,2019-20-Panini-Donruss-Elite-Basketball-Hobby-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Donruss-Elite-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932355', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Donruss-Elite-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932355', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Donruss-Elite-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932355', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'c0b1cc71-8f81-4a52-beb9-fe029b8c7f39', 'lowestAsk': 490, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 18, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 420, 'highestBidSize': '', 'numberOfBids': 9, 'hasBids': 1, 'annualHigh': 620, 'annualLow': 425, 'deadstockRangeLow': 430, 'deadstockRangeHigh': 490, 'volatility': 0.066037, 'deadstockSold': 58, 'pricePremium': 0, 'averageDeadstockPrice': 514, 'lastSale': 460, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': -25, 'changePercentage': -0.051546, 'absChangePercentage': 0.051546, 'totalDollars': 29818, 'lastLowestAskTime': 1607103009, 'lastHighestBidTime': 1608623745, 'lastSaleDate': '2020-12-16T19:54:00+00:00', 'createdAt': '2020-07-09T21:02:10+00:00', 'updatedAt': 1608623745, 'deadstockSoldRank': 91, 'pricePremiumRank': 24, 'averageDeadstockPriceRank': 61, 'featured': 0}",Panini,,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Basketball Hobby Box,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-donruss-elite-basketball-hobby-box,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', '2019', 'basketball']"
PN-2PMFWMB4L20,Football Wal-Mart Mega Box 4X Lot,2020 Panini Mosaic Football Wal-Mart Mega Box 4X Lot,2020-Panini-Mosaic-Football-Wal-Mart-Mega-Box-4X-Lot,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Wal-Mart-Mega-Box-4X-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932069', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Wal-Mart-Mega-Box-4X-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932069', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Wal-Mart-Mega-Box-4X-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932069', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '857f3b56-51ca-43d8-866b-1ef11a205443', 'lowestAsk': 379, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 7, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 366, 'highestBidSize': '', 'numberOfBids': 18, 'hasBids': 1, 'annualHigh': 360, 'annualLow': 275, 'deadstockRangeLow': 329, 'deadstockRangeHigh': 351, 'volatility': 0.031219, 'deadstockSold': 56, 'pricePremium': 0, 'averageDeadstockPrice': 313, 'lastSale': 340, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': -10, 'changePercentage': -0.028571, 'absChangePercentage': 0.028571, 'totalDollars': 17509, 'lastLowestAskTime': 1608206733, 'lastHighestBidTime': 1608745484, 'lastSaleDate': '2020-12-11T19:15:54+00:00', 'createdAt': '2020-10-21T15:19:25+00:00', 'updatedAt': 1608745484, 'deadstockSoldRank': 16, 'pricePremiumRank': 64, 'averageDeadstockPriceRank': 93, 'featured': 0}",Panini,,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Football Wal-Mart Mega Box 4X Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-mosaic-football-wal-mart-mega-box-4x-lot,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', 'football', '2020']"
